0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
0,1,4872
0,2,9158
0,3,3677
0,4,9589
0,5,7931
0,6,9491
0,7,9050
0,8,2305
0,9,7139
0,10,3230
0,11,7389
0,12,1783
0,13,2388
0,14,3573
0,15,8329
0,16,1966
0,17,9000
0,18,1528
0,19,6693
0,20,5711
0,21,2282
0,22,6011
0,23,4211
0,24,530
0,25,629
0,26,8961
0,27,7535
0,28,7511
0,29,9105
0,30,2433
0,31,7288
0,32,2191
0,33,4038
0,34,8475
0,35,5874
0,36,2547
0,37,968
0,38,1627
0,39,86
0,40,7817
0,41,6977
0,42,9389
0,43,4258
0,44,8285
0,45,9365
0,46,1106
0,47,1039
0,48,4779
0,49,4857
0,50,6180
0,51,3798
0,52,315
0,53,2987
0,54,3032
0,55,1132
0,56,3923
0,57,9876
0,58,282
0,59,4094
0,60,8882
0,61,9532
0,62,2690
0,63,5477
0,64,3986
0,65,2413
0,66,8153
0,67,5643
0,68,3591
0,69,6963
0,70,8927
0,71,6057
0,72,6276
0,73,5790
0,74,3552
0,75,8429
0,76,4961
0,77,203
0,78,7241
0,79,3055
0,80,6985
0,81,6273
0,82,302
0,83,4074
0,84,6140
0,85,5962
0,86,7250
0,87,9374
0,88,5842
0,89,9688
0,90,5299
0,91,7800
0,92,7334
0,93,9858
0,94,2188
0,95,8726
0,96,6052
0,97,793
0,98,1308
0,99,5873
0,100,5959
0,101,218
0,102,7474
0,103,1182
0,104,7814
0,105,6965
0,106,6482
0,107,7934
0,108,1655
0,109,2586
1,2,125
1,3,7522
1,4,5607
1,5,830
1,6,8866
1,7,3331
1,8,4470
1,9,816
1,11,7034
1,12,7615
1,13,9818
1,14,1795
1,15,1656
1,16,310
1,17,7009
1,18,5064
1,19,5024
1,22,9099
1,23,7942
1,24,3922
1,25,6480
1,26,6361
1,27,9928
1,28,4671
1,29,1401
1,32,300
1,33,5596
1,34,2912
1,35,3671
1,36,2993
1,37,2747
1,38,3011
1,39,3289
1,42,7505
1,43,4952
1,44,6812
1,45,3589
1,46,5606
1,47,568
1,48,515
1,49,5753
1,52,7952
1,53,3120
1,54,3240
1,55,2878
1,56,4564
1,57,7752
1,58,5974
1,59,6741
1,62,8394
1,63,9575
1,64,4091
1,65,389
1,66,3461
1,67,9176
1,68,5291
1,69,9754
1,72,1223
1,73,2557
1,74,433
1,75,1894
1,76,889
1,77,3517
1,78,3074
1,79,9624
1,82,7729
1,83,6374
1,84,3504
1,85,9335
1,86,7011
1,87,2618
1,88,1479
1,89,4263
1,92,7659
1,93,1620
1,94,5748
1,95,2279
1,96,8261
1,97,2390
1,98,8493
1,99,5537
1,100,855
1,101,9179
1,102,5738
1,103,6332
1,104,2239
1,105,7821
1,106,2206
1,107,1570
1,108,6222
1,109,6683
2,3,3678
2,4,8166
2,5,4683
2,6,6360
2,7,255
2,8,1193
2,9,6428
2,11,2215
2,12,9160
2,13,4730
2,14,4685
2,15,3816
2,16,7009
2,17,4460
2,18,3372
2,19,3723
2,22,1961
2,23,5303
2,24,4105
2,25,7696
2,26,5407
2,27,4683
2,28,644
2,29,3869
2,33,4954
2,34,520
2,35,6123
2,36,8951
2,37,5264
2,38,5046
2,39,7556
2,43,7907
2,44,786
2,45,7409
2,46,2587
2,47,4358
2,48,4671
2,49,2319
2,53,440
2,54,1953
2,55,2126
2,56,7288
