0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,1,5402
0,2,3994
0,3,3406
0,4,9561
0,5,7249
0,6,9648
0,7,6604
0,8,1347
0,9,8648
0,10,6600
0,11,2059
0,12,9602
0,13,5628
0,14,4163
0,15,4292
0,16,893
0,17,1218
0,18,7223
0,19,9822
0,20,7918
0,21,4184
0,22,7342
0,23,8987
0,24,6431
0,25,437
0,26,3426
0,27,8424
0,28,5838
0,29,4683
0,30,7606
0,31,9724
0,32,3812
0,33,5744
0,34,6896
0,35,9066
0,36,2623
0,37,3934
0,38,5114
0,39,9951
0,40,1940
0,41,6629
0,42,8148
0,43,5428
0,44,3535
0,45,8362
0,46,4408
0,47,9886
0,48,7645
0,49,4008
0,50,4332
0,51,9639
0,52,6470
0,53,6144
0,54,1930
0,55,1270
0,56,7788
0,57,2648
0,58,2837
0,59,3333
0,60,5244
0,61,635
0,62,9982
0,63,5695
0,64,2157
0,65,1367
0,66,847
0,67,8290
0,68,6537
0,69,6011
1,2,7915
1,3,862
1,4,3601
1,5,2450
1,6,9792
1,7,9284
1,8,6778
1,9,2047
1,11,2556
1,12,6637
1,13,8913
1,14,210
1,15,3704
1,16,4842
1,17,1315
1,18,875
1,19,8534
1,22,1941
1,23,5353
1,24,9772
1,25,4268
1,26,8152
1,27,1173
1,28,6434
1,29,4406
1,32,4415
1,33,8843
1,34,1743
1,35,2305
1,36,5156
1,37,3551
1,38,7308
1,39,7186
1,42,4869
1,43,5595
1,44,2733
1,45,5280
1,46,5211
1,47,4261
1,48,306
1,49,1886
1,52,5290
1,53,7002
1,54,8601
1,55,9106
1,56,3193
1,57,1410
1,58,447
1,59,3013
1,62,3526
1,63,4739
1,64,7563
1,65,5750
1,66,8651
1,67,4521
1,68,6604
1,69,9993
2,3,5208
2,4,3610
2,5,6267
2,6,3232
2,7,1184
2,8,9242
2,9,7572
2,11,4863
2,12,7965
2,13,6524
2,14,1726
2,15,5716
2,16,2047
2,17,9902
2,18,3227
2,19,3020
2,22,6284
2,23,4779
2,24,387
2,25,723
2,26,8101
2,27,8507
2,28,9879
2,29,910
2,33,1577
2,34,1562
2,35,5517
2,36,9191
2,37,7634
2,38,4420
2,39,4133
2,43,3510
2,44,2334
2,45,2713
2,46,3093
2,47,6366
2,48,8413
2,49,5289
2,53,5120
2,54,7428
2,55,8087
2,56,1139
2,57,1638
2,58,5715
2,59,9548
2,63,836
2,64,195
2,65,2608
2,66,5743
2,67,6396
2,68,9631
2,69,5728
3,4,7260
3,5,6076
3,6,8551
3,7,1228
3,8,2912
3,9,2595
3,11,4951
3,12,7007
3,13,9199
3,14,8435
3,15,6399
3,16,5649
3,17,8831
3,18,8033
3,19,2101
3,22,2495
3,23,4563
3,24,3546
3,25,4260
3,26,1797
3,27,1634
3,28,5481
3,29,9866
3,33,7823
3,34,5606
3,35,7804
3,36,6412
3,37,9008
3,38,3389
3,39,8958
3,44,7544
3,45,3732
3,46,188
3,47,5811
3,48,1197
3,49,4165
3,54,9791
3,55,4773
3,56,4244
3,57,9325
3,58,5986
3,59,9070
3,64,7842
3,65,2009
3,66,5883
3,67,9433
3,68,3575
3,69,5597
4,5,868
4,6,4340
4,7,1459
4,8,5243
4,9,8818
4,11,9641
4,12,254
4,13,9201
4,14,5945
4,15,1323
4,16,4905
4,17,5068
4,18,2966
4,19,9568
4,22,3987
4,23,2488
4,24,4623
4,25,2790
4,26,1699
4,27,3709
4,28,7132
4,29,7320
4,33,7658
4,34,3132
4,35,1562
4,36,2662
4,37,9805
4,38,5540
4,39,3613
4,44,5638
4,45,6783
4,46,11
4,47,3353
4,48,9681
4,49,795
4,55,8011
4,56,7004
4,57,720
4,58,6264
4,59,1611
4,65,778
4,66,2326
4,67,341
4,68,388
4,69,8879
5,6,640
5,7,9191
5,8,2130
5,9,3298
5,11,7746
5,12,2217
5,13,5285
5,14,2720
5,15,9110
5,16,4645
5,17,5254
5,18,1099
5,19,1495
5,22,8368
5,23,44
5,24,4175
5,25,2056
5,26,1048
5,27,6432
5,28,4211
5,29,3016
5,33,4487
5,34,8980
5,35,62
5,36,5170
5,37,9820
5,38,1318
5,39,2473
5,44,9560
5,45,3120
5,46,9152
5,47,8149
5,48,2037
5,49,3713
5,55,6479
5,56,1441
5,57,3612
5,58,513
5,59,7532
5,66,607
5,67,4646
5,68,7991
5,69,2507
6,7,2227
6,8,4468
6,9,3420
6,11,9779
6,12,5948
6,13,646
6,14,8578
6,15,7938
6,16,1473
6,17,6989
6,18,2959
6,19,2021
6,22,3103
6,23,5442
6,24,152
6,25,2678
6,26,3600
6,27,4628
6,28,9650
6,29,119
6,33,5082
6,34,7922
6,35,7285
6,36,7814
6,37,5157
6,38,962
6,39,1481
6,44,5977
6,45,3012
6,46,64
6,47,5515
6,48,5108
6,49,7758
6,55,1026
6,56,7386
6,57,4140
6,58,8564
6,59,2336
6,66,5587
6,67,2500
6,68,6697
6,69,1540
7,8,4931
7,9,698
7,10,943
7,11,9507
7,12,5728
7,13,5427
7,14,4931
7,15,2591
7,16,3332
7,17,6761
7,18,2090
7,19,7591
7,20,3829
7,21,2054
7,22,871
7,23,9854
7,24,5042
7,25,2397
7,26,7261
7,27,1019
7,28,3599
7,29,2880
7,30,6360
7,31,1753
7,32,5810
7,33,4156
7,34,5415
7,35,9699
7,36,1828
7,37,1775
7,38,2295
7,39,5614
7,40,3520
7,41,9396
7,42,6331
7,43,2474
7,44,1563
7,45,9589
7,46,8680
7,47,5814
7,48,1849
7,49,4319
7,50,6667
7,51,5071
7,52,903
7,53,3309
7,54,6614
7,55,8259
7,56,2335
7,57,9697
7,58,4807
7,59,308
7,60,4016
7,61,19
7,62,6854
7,63,8594
7,64,7687
7,65,2678
7,66,9864
7,67,8965
7,68,3126
7,69,116
8,9,500
8,10,8844
8,11,4555
8,12,9086
8,13,4348
8,14,1626
8,15,1057
8,16,6161
8,17,8078
8,18,1739
8,19,9232
8,20,9724
8,21,4850
8,22,7979
8,23,9709
8,24,8925
8,25,7715
8,26,5649
8,27,4648
8,28,4363
8,29,612
8,30,2366
8,31,5647
8,32,3322
8,33,7730
8,34,1424
8,35,8003
8,36,4381
8,37,6277
8,38,9315
8,39,3978
8,40,3998
8,41,5870
8,42,7765
8,43,5822
8,44,447
8,45,4685
8,46,5680
8,47,410
8,48,3811
8,49,6717
8,50,8064
8,51,1521
8,52,6680
8,53,3812
8,54,1145
8,55,8366
8,56,7310
8,57,2139
8,58,8380
8,59,7490
8,60,8998
8,61,5435
8,62,9175
8,63,2207
8,64,3148
8,65,5981
8,66,7502
8,67,3136
8,68,8249
8,69,7427
9,10,4765
9,11,9210
9,12,7575
9,13,3672
9,14,1066
9,15,104
9,16,6591
9,17,7416
9,18,8130
9,19,7982
9,20,7495
9,21,9358
9,22,5312
9,23,6335
9,24,9552
9,25,8847
9,26,6756
9,27,189
9,28,7741
9,29,9986
9,30,5432
9,31,5505
9,32,4912
9,33,806
9,34,5471
9,35,6761
9,36,8886
9,37,432
9,38,5230
9,39,7520
9,40,4212
9,41,314
9,42,9876
9,43,1662
9,44,7931
